Subfund_Code,Share_Class_Code,Valuation_Date,Subfund_CCY,Net_Asset_Value,Nb_Shares_Outstanding,NAV_Per_Share,CCY_NAV_share,ISIN_Code,Nb_Shares_Subscribed,Amount_Subscribed,Nb_Shares_Redeemed,Amount_Redeemed,Subfund_Long_Name,Dividend_Per_Share,Dividend_Payment_Date,Dividend_PCCY,Dividend_Payment_CCY,Dividend_Subfund_CCY,Total_Net_Assets
1,A,14/02/2018,EUR,51707912.11,573895.714,106.318,EUR,LU1234DEMO1A,136.8918,12227.3606,326.9544,29203.0058,NA,0,0,0,0,EUR,51707912.11
1,A,15/02/2018,EUR,51960345.91,573698.7838,106.8726,EUR,LU1234DEMO1A,2216.1344,199251.6612,196.5762,17674.4884,NA,0,0,0,0,EUR,51960345.91
1,A,16/02/2018,EUR,52133064.69,574018.1626,107.1676,EUR,LU1234DEMO1A,64.4162,5778.4836,482.9504,43320.1954,NA,0.3658,50913.46,0,EUR,EUR,52133064.69
1,A,19/02/2018,EUR,52119586.82,573806.4588,107.1794,EUR,LU1234DEMO1A,644.28,58049.5218,841.222,75793.4296,NA,0,0,0,0,EUR,52119586.82
1,A,20/02/2018,EUR,52112305.26,574550.2482,107.026,EUR,LU1234DEMO1A,319.3906,28927.2398,0,0,NA,0,0,0,0,EUR,52112305.26
1,A,21/02/2018,EUR,52001101.34,574784.6552,106.7546,EUR,LU1234DEMO1A,447.3616,40630.173,659.0654,59857.5886,NA,0,0,0,0,EUR,52001101.34
1,A,22/02/2018,EUR,52048204.22,575815.4914,106.6602,EUR,LU1234DEMO1A,1274.7304,115785.5176,530.941,48226.1752,NA,0,0,0,0,EUR,52048204.22
1,A,23/02/2018,EUR,52188629.28,573806.9898,107.321,EUR,LU1234DEMO1A,254.467,23080.4224,20.06,1819.4656,NA,0,0,0,0,EUR,52188629.28
1,A,26/02/2018,EUR,52044541.73,569524.7816,107.8284,EUR,LU1234DEMO1A,1234.1502,111654.2904,203.314,18394.0406,NA,0,0,0,0,EUR,52044541.73
1,A,27/02/2018,EUR,51658830.51,568545.6412,107.2148,EUR,LU1234DEMO1A,261.2166,23611.6938,2269.7182,205161.2074,NA,0,0,0,0,EUR,51658830.51
1,A,28/02/2018,EUR,51453154.65,568413.257,106.8136,EUR,LU1234DEMO1A,643.1354,58493.6148,4925.3318,447966.6214,NA,0,0,0,0,EUR,51453154.65
