Subfund_Code,Share_Class_Code,Valuation_Date,Subfund_CCY,Net_Asset_Value,Nb_Shares_Outstanding,NAV_Per_Share,CCY_NAV_share,ISIN_Code,Nb_Shares_Subscribed,Amount_Subscribed,Nb_Shares_Redeemed,Amount_Redeemed,Subfund_Long_Name,Dividend_Per_Share,Dividend_Payment_Date,Dividend_PCCY,Dividend_Payment_CCY,Dividend_Subfund_CCY,Total_Net_Assets
1,C,07/08/2018,EUR,509731788.9,4936577.979,121.8468,EUR,LU1234DEMO1C,285.4066,29269.664,11594.7862,1189100.066,NA,0,0,0,0,EUR,509731788.9
1,C,08/08/2018,EUR,508623039.4,4930145.917,121.7406,EUR,LU1234DEMO1C,99.8752,10292.4674,9750.163,1004810.498,NA,0,0,0,0,EUR,508623039.4
1,C,09/08/2018,EUR,507521163,4921855.473,121.6816,EUR,LU1234DEMO1C,221.2618,22791.4404,10200.6988,1050728.498,NA,0,0,0,0,EUR,507521163
1,C,10/08/2018,EUR,502951872.4,4914313.456,120.7612,EUR,LU1234DEMO1C,160.6216,16585.3956,6592.6836,680734.2946,NA,0,0,0,0,EUR,502951872.4
1,C,13/08/2018,EUR,498948792,4906906.643,119.9824,EUR,LU1234DEMO1C,30.2552,3120.9466,8320.6992,858412.4642,NA,0,0,0,0,EUR,498948792
1,C,14/08/2018,EUR,499829406.4,4903487.097,120.2774,EUR,LU1234DEMO1C,496.9098,51239.2698,8038.927,828940.5482,NA,0,0,0,0,EUR,499829406.4
1,C,16/08/2018,EUR,497686050.8,4894488.228,119.9824,EUR,LU1234DEMO1C,720.5434,73267.2148,7778.442,796079.035,NA,0,0,0,0,EUR,497686050.8
1,C,17/08/2018,EUR,497275755.4,4882754.71,120.1712,EUR,LU1234DEMO1C,20.4258,2082.1926,9019.2946,919368.3968,NA,0,0,0,0,EUR,497275755.4
1,C,20/08/2018,EUR,498483191.8,4881642.772,120.4898,EUR,LU1234DEMO1C,0,0,0,0,NA,0,0,0,0,EUR,498483191.8
1,C,21/08/2018,EUR,498782447.1,4877394.406,120.6668,EUR,LU1234DEMO1C,438.488,44586.3944,12171.995,1237685.091,NA,0,0,0,0,EUR,498782447.1
1,C,22/08/2018,EUR,497950765.6,4866400.818,120.7376,EUR,LU1234DEMO1C,4062.3152,413719.269,5174.2528,526962.512,NA,0,0,0,0,EUR,497950765.6
1,C,23/08/2018,EUR,495988223.8,4859116.784,120.4426,EUR,LU1234DEMO1C,118.0472,12054.1248,4366.413,445871.2246,NA,0,0,0,0,EUR,495988223.8
1,C,24/08/2018,EUR,496013501.7,4852219.708,120.6196,EUR,LU1234DEMO1C,378.3552,38692.4006,11371.9432,1162941.991,NA,0,0,0,0,EUR,496013501.7
1,C,27/08/2018,EUR,496782801.4,4845970.275,120.9618,EUR,LU1234DEMO1C,200.4938,20515.3738,7484.5276,765848.3672,NA,0,0,0,0,EUR,496782801.4
1,C,28/08/2018,EUR,496519254.3,4841033.591,121.0208,EUR,LU1234DEMO1C,416.3984,42503.4584,7313.4748,746514.0908,NA,0,0,0,0,EUR,496519254.3
1,C,29/08/2018,EUR,495941965.3,4834932.708,121.0326,EUR,LU1234DEMO1C,100.2528,10248.2528,6349.6862,649090.6004,NA,0,0,0,0,EUR,495941965.3
1,C,30/08/2018,EUR,492809298.6,4831767.83,120.3482,EUR,LU1234DEMO1C,292.2506,29959.964,5228.9458,536042.8952,NA,0,0,0,0,EUR,492809298.6
1,C,31/08/2018,EUR,491147475.3,4825429.625,120.1004,EUR,LU1234DEMO1C,22.6678,2324.9186,6123.551,628059.9206,NA,0,0,0,0,EUR,491147475.3
1,C,03/09/2018,EUR,490166711.7,4818165.415,120.0414,EUR,LU1234DEMO1C,703.5278,72164.552,3868.4058,396801.0898,NA,0,0,0,0,EUR,490166711.7
1,C,04/09/2018,EUR,487073313.5,4810976.95,119.4632,EUR,LU1234DEMO1C,543.2484,55407.4782,6881.4532,701863.8112,NA,0,0,0,0,EUR,487073313.5
1,C,05/09/2018,EUR,484351898.6,4805021.159,118.944,EUR,LU1234DEMO1C,238.242,24248.7876,7502.44,763622.4152,NA,0,0,0,0,EUR,484351898.6
1,C,06/09/2018,EUR,483012896.7,4796982.775,118.8142,EUR,LU1234DEMO1C,686.7246,69862.4664,7875.1902,801167.1832,NA,0,0,0,0,EUR,483012896.7
1,C,07/09/2018,EUR,481044550.3,4784099.464,118.649,EUR,LU1234DEMO1C,257.5114,26070.7548,6213.3018,629047.8284,NA,0,0,0,0,EUR,481044550.3
1,C,10/09/2018,EUR,479985352.2,4771663.492,118.6962,EUR,LU1234DEMO1C,146.9572,14813.8262,8185.3414,825092.3558,NA,0,0,0,0,EUR,479985352.2
1,C,11/09/2018,EUR,478775084.2,4762953.003,118.6136,EUR,LU1234DEMO1C,63.1064,6353.769,12946.4054,1303586.734,NA,0,0,0,0,EUR,478775084.2
1,C,12/09/2018,EUR,478649892,4755545.081,118.767,EUR,LU1234DEMO1C,277.9018,27943.226,12713.8864,1278389.568,NA,0,0,0,0,EUR,478649892
1,C,13/09/2018,EUR,478235571.8,4742929.642,118.9794,EUR,LU1234DEMO1C,407.8434,41025.0482,9118.3202,917219.4044,NA,0,0,0,0,EUR,478235571.8
1,C,14/09/2018,EUR,478387147.3,4734083.123,119.239,EUR,LU1234DEMO1C,170.1442,17103.0026,7578.0662,761752.54,NA,0,0,0,0,EUR,478387147.3
1,C,17/09/2018,EUR,477775625.3,4726625.511,119.2744,EUR,LU1234DEMO1C,203.2432,20456.8458,12818.6822,1290211.894,NA,0,0,0,0,EUR,477775625.3
1,C,18/09/2018,EUR,477135001.4,4715613.35,119.3924,EUR,LU1234DEMO1C,436.128,43975.1072,9282.647,935980.8734,NA,0,0,0,0,EUR,477135001.4
1,C,19/09/2018,EUR,477278683.9,4713299.346,119.4868,EUR,LU1234DEMO1C,56.5692,5716.8876,7514.181,759321.2444,NA,0,0,0,0,EUR,477278683.9
1,C,20/09/2018,EUR,477288029.5,4703153.223,119.7464,EUR,LU1234DEMO1C,333.114,33672.2322,11345.2752,1146800.629,NA,0,0,0,0,EUR,477288029.5
1,C,21/09/2018,EUR,477269297.2,4686311.142,120.1712,EUR,LU1234DEMO1C,4352.961,440441.7142,6666.9764,674577.267,NA,0,0,0,0,EUR,477269297.2
1,C,24/09/2018,EUR,474119289.2,4676546.193,119.6284,EUR,LU1234DEMO1C,484.3074,49041.9918,10630.4312,1076459.519,NA,0,0,0,0,EUR,474119289.2
1,C,25/09/2018,EUR,472690139.3,4664293.51,119.5812,EUR,LU1234DEMO1C,61.1712,6208.1688,16903.264,1715386.615,NA,0,0,0,0,EUR,472690139.3
1,C,26/09/2018,EUR,472504226.3,4657393.625,119.711,EUR,LU1234DEMO1C,71.2956,7261.0946,9836.244,1001755.336,NA,0,0,0,0,EUR,472504226.3
1,C,27/09/2018,EUR,471764205.7,4643220.515,119.888,EUR,LU1234DEMO1C,162.1674,16440.4326,12414.839,1258645.56,NA,0,0,0,0,EUR,471764205.7
1,C,28/09/2018,EUR,470530554.6,4637481.455,119.7228,EUR,LU1234DEMO1C,3173.0318,321562.272,10072.9284,1020813.186,NA,0,0,0,0,EUR,470530554.6
1,C,01/10/2018,EUR,469764424.6,4627188.823,119.7936,EUR,LU1234DEMO1C,66.2924,6726.0118,14239.4022,1444622.587,NA,0,0,0,0,EUR,469764424.6
1,C,02/10/2018,EUR,467982587.5,4620125.532,119.5222,EUR,LU1234DEMO1C,806.2232,81914.5262,6545.2948,665019.7744,NA,0,0,0,0,EUR,467982587.5
1,C,03/10/2018,EUR,466708963.5,4610288.119,119.4514,EUR,LU1234DEMO1C,239.2214,24271.4082,10531.854,1068587.975,NA,0,0,0,0,EUR,466708963.5
1,C,04/10/2018,EUR,462653079.8,4600733.565,118.6608,EUR,LU1234DEMO1C,417.1182,42346.9432,7480.3976,759429.9578,NA,0,0,0,0,EUR,462653079.8
1,C,05/10/2018,EUR,459850620.5,4582453.866,118.413,EUR,LU1234DEMO1C,358.6492,36328.5892,10196.0732,1032782.008,NA,0,0,0,0,EUR,459850620.5
1,C,08/10/2018,EUR,457822781.4,4566806.229,118.295,EUR,LU1234DEMO1C,153.3764,15526.2512,9707.9308,982753.4774,NA,0,0,0,0,EUR,457822781.4
1,C,09/10/2018,EUR,456729920.1,4560006.833,118.1888,EUR,LU1234DEMO1C,233.0264,23433.7852,18512.725,1861653.102,NA,0,0,0,0,EUR,456729920.1
1,C,10/10/2018,EUR,452285811.9,4546107.825,117.3982,EUR,LU1234DEMO1C,384.5738,38591.8646,16032.2116,1608837.016,NA,0,0,0,0,EUR,452285811.9
1,C,11/10/2018,EUR,446235971.6,4536932.369,116.0648,EUR,LU1234DEMO1C,255.1868,25582.3882,7054.5828,707222.3918,NA,0,0,0,0,EUR,446235971.6
1,C,12/10/2018,EUR,445324523.2,4524899.732,116.1356,EUR,LU1234DEMO1C,260.544,26095.5938,14159.5516,1418219.663,NA,0,0,0,0,EUR,445324523.2
1,C,15/10/2018,EUR,443398731.9,4509004.53,116.0412,EUR,LU1234DEMO1C,729.1102,72538.4822,9904.566,985391.804,NA,0,0,0,0,EUR,443398731.9
1,C,16/10/2018,EUR,445166899.7,4496289.275,116.8318,EUR,LU1234DEMO1C,204.6474,20128.2512,12237.2844,1203613.676,NA,0,0,0,0,EUR,445166899.7
1,C,17/10/2018,EUR,444541250.6,4486337.781,116.9262,EUR,LU1234DEMO1C,106.1646,10448.6876,16001.3782,1574798.099,NA,0,0,0,0,EUR,444541250.6
1,C,18/10/2018,EUR,442865545.5,4479391.734,116.6666,EUR,LU1234DEMO1C,233.7344,22984.925,12948.9896,1273355.924,NA,0,0,0,0,EUR,442865545.5
1,C,19/10/2018,EUR,441628833.8,4469600.849,116.5958,EUR,LU1234DEMO1C,24.131,2388.5678,9975.6256,987662.478,NA,0,0,0,0,EUR,441628833.8
1,C,22/10/2018,EUR,438537354.7,4445977.556,116.3952,EUR,LU1234DEMO1C,4020.1538,398348.235,10966.2002,1086616.322,NA,0,0,0,0,EUR,438537354.7
1,C,23/10/2018,EUR,435280912,4435944.937,115.7934,EUR,LU1234DEMO1C,27.907,2759.0878,9818.7918,970758.3054,NA,0,0,0,0,EUR,435280912
1,C,24/10/2018,EUR,433071614.6,4426084.998,115.463,EUR,LU1234DEMO1C,36.875,3643.4034,23660.1564,2337794.748,NA,0,0,0,0,EUR,433071614.6
1,C,25/10/2018,EUR,432377426.1,4415372.935,115.5574,EUR,LU1234DEMO1C,210.0636,20719.5492,10242.6832,1010305.722,NA,0,0,0,0,EUR,432377426.1
1,C,26/10/2018,EUR,429631521.6,4404457.876,115.0972,EUR,LU1234DEMO1C,255.5172,25072.6164,10115.4556,992587.5384,NA,0,0,0,0,EUR,429631521.6
1,C,29/10/2018,EUR,428669080.3,4390081.617,115.2152,EUR,LU1234DEMO1C,583.0852,57051.6784,11295.137,1105176.507,NA,0,0,0,0,EUR,428669080.3
1,C,30/10/2018,EUR,429464820.4,4380251.462,115.699,EUR,LU1234DEMO1C,377.0572,36923.9582,11292.128,1105787.062,NA,0,0,0,0,EUR,429464820.4
1,C,31/10/2018,EUR,429503601.7,4372157.37,115.9232,EUR,LU1234DEMO1C,19.824,1933.1468,14396.0708,1404260.628,NA,0,0,0,0,EUR,429503601.7
1,C,02/11/2018,EUR,430415319.7,4363634.773,116.3952,EUR,LU1234DEMO1C,228.7784,22430.1598,9867.9624,963556.553,NA,0,0,0,0,EUR,430415319.7
1,C,05/11/2018,EUR,430010055.3,4356428.3,116.4778,EUR,LU1234DEMO1C,86.258,8473.4148,8608.8552,845700.1944,NA,0,0,0,0,EUR,430010055.3
1,C,06/11/2018,EUR,430197182.4,4351256.773,116.6666,EUR,LU1234DEMO1C,0,0,0,0,NA,0,0,0,0,EUR,430197182.4
1,C,07/11/2018,EUR,432222945.9,4346198.75,117.351,EUR,LU1234DEMO1C,562.8128,55514.5632,7769.297,766338.8578,NA,0,0,0,0,EUR,432222945.9
1,C,08/11/2018,EUR,430559965.4,4326425.337,117.4336,EUR,LU1234DEMO1C,184.1508,18176.4014,5355.6778,528642.773,NA,0,0,0,0,EUR,430559965.4
1,C,09/11/2018,EUR,428784093.8,4320325.469,117.115,EUR,LU1234DEMO1C,2655.5782,262549.823,7713.601,762623.2266,NA,0,0,0,0,EUR,428784093.8
1,C,12/11/2018,EUR,425844999.4,4306363.461,116.6902,EUR,LU1234DEMO1C,90.5768,9007.4946,19863.9784,1975443.463,NA,0,0,0,0,EUR,425844999.4
1,C,13/11/2018,EUR,424383333,4295499.602,116.584,EUR,LU1234DEMO1C,89.3024,8886.7806,6189.1708,615937.521,NA,0,0,0,0,EUR,424383333
1,C,14/11/2018,EUR,422243132.9,4283394.312,116.3244,EUR,LU1234DEMO1C,2647.1058,262720.3448,16609.1136,1648423.337,NA,0,0,0,0,EUR,422243132.9
1,C,15/11/2018,EUR,420820164.7,4271564.329,116.2536,EUR,LU1234DEMO1C,126.0712,12466.8534,10989.93,1086765.026,NA,0,0,0,0,EUR,420820164.7
1,C,16/11/2018,EUR,419952666.9,4261025.194,116.3008,EUR,LU1234DEMO1C,210.4058,20787.6116,12315.6954,1216756.351,NA,0,0,0,0,EUR,419952666.9
1,C,19/11/2018,EUR,417029885.6,4246046.628,115.8996,EUR,LU1234DEMO1C,249.6762,24612.0388,12079.66,1190773.754,NA,0,0,0,0,EUR,417029885.6
1,C,20/11/2018,EUR,412517895.9,4235104.488,114.932,EUR,LU1234DEMO1C,325.0428,32022.0258,10864.1656,1070301.666,NA,0,0,0,0,EUR,412517895.9
1,C,21/11/2018,EUR,412710381.6,4224478.033,115.286,EUR,LU1234DEMO1C,3931.4532,387471.2546,18910.0192,1863709.476,NA,0,0,0,0,EUR,412710381.6
1,C,22/11/2018,EUR,411790064.1,4215922.526,115.2506,EUR,LU1234DEMO1C,175.407,17227.8938,11117.5588,1091922.027,NA,0,0,0,0,EUR,411790064.1
1,C,23/11/2018,EUR,409777953,4194892.118,115.2624,EUR,LU1234DEMO1C,44.2264,4307.4956,10670.6692,1039370.68,NA,0,0,0,0,EUR,409777953
1,C,26/11/2018,EUR,411380320.7,4186816.257,115.9468,EUR,LU1234DEMO1C,86.6828,8468.2464,8642.1902,844298.6612,NA,0,0,0,0,EUR,411380320.7
1,C,27/11/2018,EUR,410863473.9,4176445.178,116.0884,EUR,LU1234DEMO1C,33.0636,3229.1408,21063.4602,2057373.07,NA,0,0,0,0,EUR,410863473.9
1,C,28/11/2018,EUR,411426271.8,4161397.204,116.6666,EUR,LU1234DEMO1C,37.0992,3624.1576,8112.9602,792514.7034,NA,0,0,0,0,EUR,411426271.8
1,C,29/11/2018,EUR,410060629.4,4145903.603,116.7138,EUR,LU1234DEMO1C,86.3288,8481.7456,10457.4078,1027504.21,NA,0,0,0,0,EUR,410060629.4
1,C,30/11/2018,EUR,409425101.3,4137382.399,116.7728,EUR,LU1234DEMO1C,132.9388,13078.2704,15180.9124,1493443.258,NA,0,0,0,0,EUR,409425101.3
1,C,03/12/2018,EUR,411153129.5,4129755.079,117.4808,EUR,LU1234DEMO1C,1.8054,178.1446,15495.3942,1531988.289,NA,0,0,0,0,EUR,411153129.5
1,C,04/12/2018,EUR,406697545.4,4123598.229,116.3834,EUR,LU1234DEMO1C,0,0,8521.2166,842811.0706,NA,0,0,0,0,EUR,406697545.4
1,C,05/12/2018,EUR,404270734.1,4112780.897,115.994,EUR,LU1234DEMO1C,273.6302,27077.2948,7900.9496,781857.793,NA,0,0,0,0,EUR,404270734.1
1,C,06/12/2018,EUR,400726269.2,4105599.181,115.168,EUR,LU1234DEMO1C,291.6134,29033.0032,6448.464,642000.83,NA,0,0,0,0,EUR,400726269.2
1,C,07/12/2018,EUR,398334625.7,4085709.632,115.0382,EUR,LU1234DEMO1C,21.8418,2154.4204,10839.1732,1069033.614,NA,0,0,0,0,EUR,398334625.7
1,C,10/12/2018,EUR,394681071,4074617.609,114.2948,EUR,LU1234DEMO1C,249.8532,24559.7294,7431.5692,730495.4846,NA,0,0,0,0,EUR,394681071
1,C,11/12/2018,EUR,394531619.2,4066764.414,114.4718,EUR,LU1234DEMO1C,61.419,5994.4472,19950.968,1947311.001,NA,0,0,0,0,EUR,394531619.2
1,C,12/12/2018,EUR,395779199.8,4059081.504,115.05,EUR,LU1234DEMO1C,36.049,3514.3468,11128.0608,1084925.949,NA,0,0,0,0,EUR,395779199.8
1,C,13/12/2018,EUR,395441936.1,4051875.056,115.1562,EUR,LU1234DEMO1C,121.599,11778.7128,7974.794,772465.2762,NA,0,0,0,0,EUR,395441936.1
1,C,14/12/2018,EUR,392690852.4,4043613.687,114.5898,EUR,LU1234DEMO1C,16.6144,1611.939,7699.5236,746959.1514,NA,0,0,0,0,EUR,392690852.4
1,C,17/12/2018,EUR,389138465,4038703.636,113.693,EUR,LU1234DEMO1C,21.0394,2050.9698,7227.4764,704712.7678,NA,0,0,0,0,EUR,389138465
1,C,18/12/2018,EUR,387527033.3,4033724.72,113.3626,EUR,LU1234DEMO1C,118.3186,11547.6216,8379.6992,817814.7176,NA,0,0,0,0,EUR,387527033.3
1,C,19/12/2018,EUR,387081280.8,4035819.716,113.1738,EUR,LU1234DEMO1C,51.6604,5017.1712,4961.7112,481851.0648,NA,0,0,0,0,EUR,387081280.8
1,C,20/12/2018,EUR,384167673.5,4030283.522,112.4776,EUR,LU1234DEMO1C,115.8288,11160.7114,5094.7444,490890.5492,NA,0,0,0,0,EUR,384167673.5
1,C,21/12/2018,EUR,381558101.7,4019809.028,112.0056,EUR,LU1234DEMO1C,6747.9834,648290.407,4652.9878,447020.3912,NA,0,0,0,0,EUR,381558101.7
1,C,24/12/2018,EUR,378708356.3,4013938.528,111.333,EUR,LU1234DEMO1C,51.271,4917.591,5587.4652,535901.8498,NA,0,0,0,0,EUR,378708356.3
1,C,27/12/2018,EUR,379947875.6,4009617.179,111.8168,EUR,LU1234DEMO1C,24.4614,2321.9804,10525.6354,1003306.741,NA,0,0,0,0,EUR,379947875.6
1,C,28/12/2018,EUR,381551078.8,4009998.944,112.277,EUR,LU1234DEMO1C,0,0,0,0,NA,0,0,0,0,EUR,381551078.8
1,C,31/12/2018,EUR,381836503,4006669.692,112.454,EUR,LU1234DEMO1C,0,0,0,0,NA,0,0,0,0,EUR,381836503
1,D,02/01/2018,EUR,1038520491,10930685.47,112.1118,EUR,LU1234DEMO1D,0,0,0,0,NA,0,0,0,0,EUR,1038520491
1,D,03/01/2018,EUR,1041260588,10930706.05,112.4068,EUR,LU1234DEMO1D,0,0,0,0,NA,0,0,0,0,EUR,1041260588
1,D,04/01/2018,EUR,1042036194,10927354.02,112.5248,EUR,LU1234DEMO1D,0,0,0,0,NA,0,0,0,0,EUR,1042036194
1,D,05/01/2018,EUR,1044861859,10923699.01,112.867,EUR,LU1234DEMO1D,3629.3378,344822.314,3608.7586,342866.6174,NA,0,0,0,0,EUR,1044861859
1,D,08/01/2018,EUR,1045929571,10916564.39,113.0558,EUR,LU1234DEMO1D,3108.6274,296128.729,6460.6652,615443.632,NA,0,0,0,0,EUR,1045929571
1,D,09/01/2018,EUR,1043361784,10911445.31,112.8316,EUR,LU1234DEMO1D,2271.6888,216628.4474,5926.6916,565171.797,NA,0,0,0,0,EUR,1043361784
1,D,10/01/2018,EUR,1038657851,10905677.87,112.3832,EUR,LU1234DEMO1D,2504.3966,239547.9532,9639.007,921980.2324,NA,0,0,0,0,EUR,1038657851
1,D,11/01/2018,EUR,1037161423,10902583.11,112.2534,EUR,LU1234DEMO1D,3406.2824,326359.8098,8525.3584,816825.2758,NA,0,0,0,0,EUR,1037161423
1,D,12/01/2018,EUR,1037110130,10902043.93,112.2534,EUR,LU1234DEMO1D,3574.9162,341836.7842,9342.355,893324.369,NA,0,0,0,0,EUR,1037110130
1,D,15/01/2018,EUR,1036170520,10894461.82,112.2298,EUR,LU1234DEMO1D,6106.913,581622.7788,9201.6754,876368.3708,NA,0,0,0,0,EUR,1036170520
1,D,16/01/2018,EUR,1036825485,10887583.89,112.3714,EUR,LU1234DEMO1D,8066.3974,767354.8378,8605.5748,818646.9716,NA,0,0,0,0,EUR,1036825485
1,D,17/01/2018,EUR,1036828246,10880743.73,112.4422,EUR,LU1234DEMO1D,5742.5054,546284.1978,13324.619,1267569.747,NA,0,0,0,0,EUR,1036828246
1,D,18/01/2018,EUR,1034619609,10871283.43,112.3006,EUR,LU1234DEMO1D,4485.121,426578.909,11363.046,1080737.043,NA,0,0,0,0,EUR,1034619609
1,D,19/01/2018,EUR,1036635831,10863873.76,112.5956,EUR,LU1234DEMO1D,2967.11,282557.5726,9807.275,933947.0136,NA,0,0,0,0,EUR,1036635831
1,D,22/01/2018,EUR,1038212887,10857598.31,112.8316,EUR,LU1234DEMO1D,4741.2164,451791.5796,14201.5124,1353264.852,NA,0,0,0,0,EUR,1038212887
1,D,23/01/2018,EUR,1042030502,10850903.59,113.3154,EUR,LU1234DEMO1D,2570.1344,244599.0258,9979.8028,949777.3272,NA,0,0,0,0,EUR,1042030502
1,D,24/01/2018,EUR,1039011817,10844362.49,113.0558,EUR,LU1234DEMO1D,5882.9018,561349.423,12158.3542,1160156.093,NA,0,0,0,0,EUR,1039011817
1,D,25/01/2018,EUR,1034723416,10839278.88,112.6428,EUR,LU1234DEMO1D,4097.8568,391840.2518,10792.5632,1031994.299,NA,0,0,0,0,EUR,1034723416
1,D,26/01/2018,EUR,1036429433,10833270.96,112.8906,EUR,LU1234DEMO1D,4210.771,404366.9666,10751.8768,1032520.591,NA,0,0,0,0,EUR,1036429433
1,D,29/01/2018,EUR,1032105870,10828908.52,112.4658,EUR,LU1234DEMO1D,3910.107,374631.9696,8993.7004,861697.9146,NA,0,0,0,0,EUR,1032105870
1,D,30/01/2018,EUR,1023588681,10822603.98,111.6044,EUR,LU1234DEMO1D,6722.9556,641776.5238,12730.8784,1215296.195,NA,0,0,0,0,EUR,1023588681
1,D,31/01/2018,EUR,1024393418,10817360.29,111.746,EUR,LU1234DEMO1D,4364.525,417557.8444,8726.9614,834916.9886,NA,0,0,0,0,EUR,1024393418
1,D,01/02/2018,EUR,1018889722,10811866.14,111.2032,EUR,LU1234DEMO1D,3995.9874,380858.4048,10300.5268,981745.4506,NA,0,0,0,0,EUR,1018889722
1,D,02/02/2018,EUR,1009146072,10809614.77,110.1648,EUR,LU1234DEMO1D,9432.9082,892153.1718,14676.604,1388095.195,NA,0,0,0,0,EUR,1009146072
1,D,05/02/2018,EUR,996330045.9,10799841.03,108.855,EUR,LU1234DEMO1D,4004.6014,379231.822,9498.7522,899522.6258,NA,0,0,0,0,EUR,996330045.9
1,D,06/02/2018,EUR,983549003.8,10793774.27,107.5216,EUR,LU1234DEMO1D,7665.752,722405.6878,9917.1212,934570.2188,NA,0,0,0,0,EUR,983549003.8
1,D,07/02/2018,EUR,988314475.9,10789124.83,108.088,EUR,LU1234DEMO1D,4420.8936,412718.1216,14194.633,1325159.104,NA,0,0,0,0,EUR,988314475.9
1,D,08/02/2018,EUR,973813619.1,10784175.31,106.554,EUR,LU1234DEMO1D,4945.9464,456284.465,11012.704,1015967.645,NA,0,0,0,0,EUR,973813619.1
1,D,09/02/2018,EUR,969517920.7,10778464.47,106.141,EUR,LU1234DEMO1D,5568.951,507453.0646,10218.387,931118.4356,NA,0,0,0,0,EUR,969517920.7
1,D,12/02/2018,EUR,974610926.5,10763147.02,106.849,EUR,LU1234DEMO1D,4873.3056,446409.0686,9822.8274,899799.1116,NA,0,0,0,0,EUR,974610926.5
1,D,13/02/2018,EUR,971772334,10757988.56,106.5894,EUR,LU1234DEMO1D,5388.2576,486560.6454,11099.1036,1002251.62,NA,0,0,0,0,EUR,971772334
1,D,14/02/2018,EUR,975647938.4,10753180.97,107.0614,EUR,LU1234DEMO1D,5972.9594,537264.6318,21290.4096,1915062.875,NA,0,0,0,0,EUR,975647938.4
1,D,15/02/2018,EUR,980199703.3,10746382.7,107.6278,EUR,LU1234DEMO1D,3371.8854,305326.6166,8530.338,772428,NA,0,0,0,0,EUR,980199703.3
1,D,16/02/2018,EUR,986083043.6,10744784.52,108.2886,EUR,LU1234DEMO1D,3121.2888,281947.2766,7928.8802,716217.815,NA,0,0,0,0,EUR,986083043.6
1,D,19/02/2018,EUR,986118492,10742824.93,108.3122,EUR,LU1234DEMO1D,2787.7972,252939.903,9586.0722,869755.2024,NA,0,0,0,0,EUR,986118492
1,D,20/02/2018,EUR,984323363.2,10738507.28,108.1588,EUR,LU1234DEMO1D,6495.4398,592462.4594,8093.62,738235.6356,NA,0,0,0,0,EUR,984323363.2
1,D,21/02/2018,EUR,981000429.3,10730407.11,107.8756,EUR,LU1234DEMO1D,5383.042,494019.213,7342.6326,673857.0658,NA,0,0,0,0,EUR,981000429.3
1,D,22/02/2018,EUR,979630062.9,10724821.35,107.7812,EUR,LU1234DEMO1D,2815.1024,258407.0908,7132.746,654737.9388,NA,0,0,0,0,EUR,979630062.9
1,D,23/02/2018,EUR,985189270.2,10719830.18,108.442,EUR,LU1234DEMO1D,2278.7098,208873.1924,10378.8788,951358.8458,NA,0,0,0,0,EUR,985189270.2
1,D,26/02/2018,EUR,989541002.5,10714612.9,108.973,EUR,LU1234DEMO1D,2459.6156,224863.7146,8045.3816,735528.3144,NA,0,0,0,0,EUR,989541002.5
1,D,27/02/2018,EUR,983223737.6,10708951.39,108.3358,EUR,LU1234DEMO1D,4257.3456,388875.3956,9248.4978,844779.2398,NA,0,0,0,0,EUR,983223737.6
1,D,28/02/2018,EUR,979041015.9,10703109.24,107.9346,EUR,LU1234DEMO1D,3149.8094,289478.7564,8367.1086,768965.5142,NA,0,0,0,0,EUR,979041015.9
1,D,01/03/2018,EUR,973772103.5,10695888.69,107.4272,EUR,LU1234DEMO1D,3167.8516,292565.1644,8829.3736,815430.5276,NA,0,0,0,0,EUR,973772103.5
1,D,02/03/2018,EUR,966224651,10690643.67,106.6484,EUR,LU1234DEMO1D,1453.0048,133404.782,7295.1494,669791.2224,NA,0,0,0,0,EUR,966224651
1,D,05/03/2018,EUR,967460084.6,10682994.32,106.8608,EUR,LU1234DEMO1D,4802.3404,439282.4586,12022.8902,1099764.366,NA,0,0,0,0,EUR,967460084.6
1,D,06/03/2018,EUR,968553858.2,10671457.46,107.0968,EUR,LU1234DEMO1D,5189.4158,472453.7808,10434.445,949969.8088,NA,0,0,0,0,EUR,968553858.2
1,D,07/03/2018,EUR,968391491.3,10663782.13,107.1558,EUR,LU1234DEMO1D,3079.21,278299.8022,10728.56,969651.0052,NA,0,0,0,0,EUR,968391491.3
1,D,08/03/2018,EUR,972202850.1,10656368.21,107.6514,EUR,LU1234DEMO1D,1999.8876,181111.1318,13536.7476,1225897.622,NA,0,0,0,0,EUR,972202850.1
1,D,09/03/2018,EUR,974098247.4,10646741.21,107.9582,EUR,LU1234DEMO1D,3385.4672,307268.932,11060.8008,1003891.325,NA,0,0,0,0,EUR,974098247.4
1,D,12/03/2018,EUR,976308917.3,10639443.07,108.2768,EUR,LU1234DEMO1D,2570.6654,233445.2528,9984.5818,906712.4602,NA,0,0,0,0,EUR,976308917.3
1,D,13/03/2018,EUR,971204741.2,10630250.15,107.8048,EUR,LU1234DEMO1D,1777.847,162196.2864,11404.8416,1040487.975,NA,0,0,0,0,EUR,971204741.2
1,D,14/03/2018,EUR,969717257.4,10622123.74,107.7222,EUR,LU1234DEMO1D,5366.9232,491033.5416,12665.0462,1158758.584,NA,0,0,0,0,EUR,969717257.4
1,D,15/03/2018,EUR,968829981.1,10613569.58,107.7104,EUR,LU1234DEMO1D,1935.2354,177583.215,11128.1552,1021155.126,NA,0,0,0,0,EUR,968829981.1
